93432,7.13,3.79e+05,53571,20
93433,4.4872,3.874e+05,49418,18
93435,9.72,0,0,1
93436,7.3421,2.485e+05,54980,29
93441,5.4523,8.253e+05,95625,16
93442,4.2775,4.715e+05,52579,31
93447,6.615,0,0,2
93449,4.9834,5.852e+05,67500,19
93453,5.383,3.419e+05,51520,10
93454,16.122,2.695e+05,52564,40
93455,5.2108,3.258e+05,72212,51
93458,4.476,2.176e+05,43803,5
93460,7.8471,7.468e+05,91737,77
93461,7.2243,1.743e+05,59738,7
93463,6.4881,7.466e+05,66771,40
93464,6.71,0,0,2
93601,5.7635,2.838e+05,61466,16
93602,7.0636,2.204e+05,59125,27
93603,8.245,4.247e+05,51250,3
93607,1.4,0,0,1
93609,10.985,2.159e+05,43322,16
93615,7.8375,1.313e+05,25327,2
93619,7.9416,3.621e+05,1.0456e+05,634
93620,9.0762,1.137e+05,34869,8
93621,3.36,3.8e+05,31544,1
93624,10.002,98300,33600,3
93626,8.8315,3.697e+05,26958,14
93637,7.5244,1.617e+05,49121,99
93641,4.2,87500,42222,1
93643,6.9724,2.64e+05,48617,16
93644,6.9135,2.468e+05,44223,27
93645,4.8417,3.19e+05,93529,3
93646,8.795,1.202e+05,27914,3
93648,9.7333,1.152e+05,32175,6
93651,6.9024,3.05e+05,90179,22
93652,10.2,1.375e+05,22917,1
93653,7.6728,2.729e+05,46121,9
93656,6.7688,1.614e+05,45485,12
93662,7.2902,1.652e+05,43442,58
93666,4.95,67700,24276,1
93667,5.8052,2.741e+05,53385,11
93668,12.45,1.747e+05,38665,4
93675,5.6821,1.539e+05,63105,10
93707,6.86,0,0,1
93712,8.28,0,0,1
93720,7.7201,2.66e+05,77092,370
93721,12.42,1.153e+05,11922,1
93723,7.627,2.834e+05,69055,69
93730,7.6792,3.675e+05,1.2067e+05,170
93737,8.7336,0,0,22
93901,5.9176,3.425e+05,49491,25
93907,5.3054,3.496e+05,68078,51
93908,6.3074,6.005e+05,1.1383e+05,82
93920,4.6867,1e+06,57670,3
93921,3.3458,1e+06,62230,12
93923,6.2557,8.963e+05,98219,77
93924,7.1359,7.771e+05,92137,73
93925,12.67,2.795e+05,60000,2
93932,6.13,4.122e+05,94712,8
93933,4.1998,3.583e+05,53955,26
93950,3.1958,6.739e+05,70230,23
93953,5.3818,9.059e+05,1.024e+05,10
93955,3.9357,3.442e+05,52420,21
93962,5.565,5.098e+05,80288,2
94002,4.4119,9.092e+05,1.0598e+05,82
94005,4.0298,6.097e+05,80233,5
94010,6.1571,1e+06,1.1812e+05,187
94015,4.2301,5.818e+05,78564,17
94018,4.383,0,0,28
94019,4.9016,7.35e+05,1.0338e+05,55
94020,7.6214,7.305e+05,92356,15
94021,14.49,9.286e+05,93810,1
94022,7.0607,1e+06,1.8275e+05,331
94024,5.7289,1e+06,1.6755e+05,287
94027,9.2797,1e+06,2.3691e+05,88
94028,7.5298,1e+06,1.8017e+05,112
94030,4.6016,9.151e+05,92006,43
94035,4.3225,0,0,8
94037,7.0397,7.705e+05,1.4757e+05,17
94038,4.0215,6.498e+05,81622,17
94039,49,0,0,1
94040,4.4065,1e+06,1.0191e+05,201
94041,3.6674,8.607e+05,88810,75
94043,8.1577,6.751e+05,1.0084e+05,56
94044,3.9077,6.141e+05,96719,81
94060,9.5318,7.5e+05,60089,8
94062,7.0902,1e+06,1.2656e+05,251
94063,5.4838,4.742e+05,54003,18
94065,4.5491,8.691e+05,1.3246e+05,9
94066,6.2681,6.02e+05,81369,45
94070,4.6039,9.424e+05,1.2534e+05,177
